RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Latitude,Longitude,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,AvgWages,Notes
11023,13776,STANDARD,GILBERTSVILLE,NY,PRIMARY,42.47,-75.32,0.18,-0.71,0.67,NA,US,"Gilbertsville, NY",NA-US-NY-GILBERTSVILLE,FALSE,353,593,9013991,15200.7,
11025,12076,STANDARD,GILBOA,NY,PRIMARY,42.39,-74.39,0.19,-0.71,0.67,NA,US,"Gilboa, NY",NA-US-NY-GILBOA,FALSE,579,1012,16755100,16556.4,
11026,13777,STANDARD,GLEN AUBREY,NY,PRIMARY,42.25,-76,0.17,-0.71,0.67,NA,US,"Glen Aubrey, NY",NA-US-NY-GLEN AUBREY,FALSE,423,763,13865266,18172,
11029,13343,STANDARD,GLENFIELD,NY,PRIMARY,43.72,-75.26,0.18,-0.69,0.69,NA,US,"Glenfield, NY",NA-US-NY-GLENFIELD,FALSE,776,1373,23123149,16841.3,
11035,12077,STANDARD,GLENMONT,NY,PRIMARY,42.59,-73.78,0.2,-0.7,0.67,NA,US,"Glenmont, NY",NA-US-NY-GLENMONT,FALSE,3122,5577,176065909,31570,
11037,12801,STANDARD,GLENS FALLS,NY,PRIMARY,43.31,-73.64,0.2,-0.69,0.68,NA,US,"Glens Falls, NY",NA-US-NY-GLENS FALLS,FALSE,7807,12364,234709137,18983.3,
11040,12803,STANDARD,SOUTH GLENS FALLS,NY,PRIMARY,43.29,-73.63,0.2,-0.69,0.68,NA,US,"South Glens Falls, NY",NA-US-NY-SOUTH GLENS FALLS,FALSE,3893,6658,132137660,19846.4,
11043,12804,STANDARD,QUEENSBURY,NY,PRIMARY,43.34,-73.67,0.2,-0.69,0.68,NA,US,"Queensbury, NY",NA-US-NY-QUEENSBURY,FALSE,13335,23153,515700895,22273.6,
11045,12078,STANDARD,GLOVERSVILLE,NY,PRIMARY,43.05,-74.34,0.19,-0.7,0.68,NA,US,"Gloversville, NY",NA-US-NY-GLOVERSVILLE,FALSE,10471,17802,303117805,17027.2,
11050,13642,STANDARD,GOUVERNEUR,NY,PRIMARY,44.33,-75.46,0.17,-0.69,0.69,NA,US,"Gouverneur, NY",NA-US-NY-GOUVERNEUR,FALSE,3638,6605,110043459,16660.6,
11062,12832,STANDARD,GRANVILLE,NY,PRIMARY,43.4,-73.26,0.2,-0.69,0.68,NA,US,"Granville, NY",NA-US-NY-GRANVILLE,FALSE,2786,4864,80756153,16602.8,
11070,13778,STANDARD,GREENE,NY,PRIMARY,42.32,-75.77,0.18,-0.71,0.67,NA,US,"Greene, NY",NA-US-NY-GREENE,FALSE,2699,4736,88524988,18691.9,
11077,12833,STANDARD,GREENFIELD CENTER,NY,PRIMARY,43.13,-73.85,0.2,-0.7,0.68,NA,US,"Greenfield Center, NY",NA-US-NY-GREENFIELD CENTER,FALSE,2173,3878,97388018,25112.9,
11080,12083,STANDARD,GREENVILLE,NY,PRIMARY,42.41,-74.02,0.2,-0.7,0.67,NA,US,"Greenville, NY",NA-US-NY-GREENVILLE,FALSE,1864,3257,66389128,20383.5,
11084,12834,STANDARD,GREENWICH,NY,PRIMARY,43.08,-73.49,0.2,-0.7,0.68,NA,US,"Greenwich, NY",NA-US-NY-GREENWICH,FALSE,3190,5642,117058013,20747.6,
11089,13073,STANDARD,GROTON,NY,PRIMARY,42.58,-76.36,0.17,-0.71,0.67,NA,US,"Groton, NY",NA-US-NY-GROTON,FALSE,2990,5355,110391836,20614.7,
11093,12084,STANDARD,GUILDERLAND,NY,PRIMARY,42.69,-73.89,0.2,-0.7,0.67,NA,US,"Guilderland, NY",NA-US-NY-GUILDERLAND,FALSE,2313,3678,107439788,29211.5,
11094,12085,STANDARD,GUILDERLAND CENTER,NY,PRIMARY,42.68,-74.01,0.2,-0.7,0.67,NA,US,"Guilderland Center, NY",NA-US-NY-GUILDERLAND CENTER,FALSE,271,421,9665798,22959.1,
11096,13780,STANDARD,GUILFORD,NY,PRIMARY,42.4,-75.49,0.18,-0.71,0.67,NA,US,"Guilford, NY",NA-US-NY-GUILFORD,FALSE,482,869,14869773,17111.4,
11098,12835,STANDARD,HADLEY,NY,PRIMARY,43.3,-74.01,0.2,-0.69,0.68,NA,US,"Hadley, NY",NA-US-NY-HADLEY,FALSE,1268,2210,34352770,15544.2,
11101,12086,STANDARD,HAGAMAN,NY,PRIMARY,42.97,-74.15,0.19,-0.7,0.68,NA,US,"Hagaman, NY",NA-US-NY-HAGAMAN,FALSE,1016,1715,35553989,20731.2,
11102,12836,STANDARD,HAGUE,NY,PRIMARY,43.74,-73.49,0.2,-0.69,0.69,NA,US,"Hague, NY",NA-US-NY-HAGUE,FALSE,319,538,7030155,13067.2,
11105,13782,STANDARD,HAMDEN,NY,PRIMARY,42.19,-74.99,0.19,-0.71,0.67,NA,US,"Hamden, NY",NA-US-NY-HAMDEN,FALSE,336,577,8673417,15031.9,
11106,13346,STANDARD,HAMILTON,NY,PRIMARY,42.82,-75.54,0.18,-0.71,0.67,NA,US,"Hamilton, NY",NA-US-NY-HAMILTON,FALSE,1990,3336,76525875,22939.4,
11109,13646,STANDARD,HAMMOND,NY,PRIMARY,44.44,-75.69,0.17,-0.69,0.7,NA,US,"Hammond, NY",NA-US-NY-HAMMOND,FALSE,940,1689,24140921,14293,
11113,12837,STANDARD,HAMPTON,NY,PRIMARY,43.46,-73.27,0.2,-0.69,0.68,NA,US,"Hampton, NY",NA-US-NY-HAMPTON,FALSE,358,632,10616899,16798.9,
11114,13783,STANDARD,HANCOCK,NY,PRIMARY,41.95,-75.27,0.18,-0.71,0.66,NA,US,"Hancock, NY",NA-US-NY-HANCOCK,FALSE,1150,1972,29392385,14904.9,
11121,12087,STANDARD,HANNACROIX,NY,PRIMARY,42.42,-73.88,0.2,-0.7,0.67,NA,US,"Hannacroix, NY",NA-US-NY-HANNACROIX,FALSE,616,1085,22662771,20887.3,
11122,13647,PO BOX,HANNAWA FALLS,NY,PRIMARY,44.51,-75,0.18,-0.68,0.7,NA,US,"Hannawa Falls, NY",NA-US-NY-HANNAWA FALLS,FALSE,297,500,11226850,22453.7,
11123,13074,STANDARD,HANNIBAL,NY,PRIMARY,43.31,-76.57,0.16,-0.7,0.68,NA,US,"Hannibal, NY",NA-US-NY-HANNIBAL,FALSE,1916,3504,59616966,17014,
11129,13787,STANDARD,HARPURSVILLE,NY,PRIMARY,42.17,-75.62,0.18,-0.71,0.67,NA,US,"Harpursville, NY",NA-US-NY-HARPURSVILLE,FALSE,1615,2851,45464067,15946.7,
11136,13648,STANDARD,HARRISVILLE,NY,PRIMARY,44.15,-75.32,0.18,-0.69,0.69,NA,US,"Harrisville, NY",NA-US-NY-HARRISVILLE,FALSE,989,1831,32105522,17534.4,
11142,12838,STANDARD,HARTFORD,NY,PRIMARY,43.35,-73.4,0.2,-0.69,0.68,NA,US,"Hartford, NY",NA-US-NY-HARTFORD,FALSE,344,629,11632177,18493.1,
11143,13348,STANDARD,HARTWICK,NY,PRIMARY,42.65,-75.04,0.18,-0.71,0.67,NA,US,"Hartwick, NY",NA-US-NY-HARTWICK,FALSE,660,1126,18617029,16533.8,
11146,13076,STANDARD,HASTINGS,NY,PRIMARY,43.35,-76.15,0.17,-0.7,0.68,NA,US,"Hastings, NY",NA-US-NY-HASTINGS,FALSE,1072,1981,40004483,20194.1,
11148,13650,STANDARD,HENDERSON,NY,PRIMARY,43.8,-76.19,0.17,-0.7,0.69,NA,US,"Henderson, NY",NA-US-NY-HENDERSON,FALSE,558,993,16071137,16184.4,
11154,13350,STANDARD,HERKIMER,NY,PRIMARY,43.02,-74.99,0.18,-0.7,0.68,NA,US,"Herkimer, NY",NA-US-NY-HERKIMER,FALSE,4074,6793,114520346,16858.6,
11156,13652,STANDARD,HERMON,NY,PRIMARY,44.46,-75.23,0.18,-0.69,0.7,NA,US,"Hermon, NY",NA-US-NY-HERMON,FALSE,740,1353,20921242,15462.9,
11157,13654,STANDARD,HEUVELTON,NY,PRIMARY,44.61,-75.4,0.17,-0.68,0.7,NA,US,"Heuvelton, NY",NA-US-NY-HEUVELTON,FALSE,887,1560,26590014,17044.9,
11160,13788,STANDARD,HOBART,NY,PRIMARY,42.37,-74.66,0.19,-0.71,0.67,NA,US,"Hobart, NY",NA-US-NY-HOBART,FALSE,455,776,13158095,16956.3,
11162,13655,STANDARD,HOGANSBURG,NY,PRIMARY,44.97,-74.63,0.18,-0.68,0.7,NA,US,"Hogansburg, NY",NA-US-NY-HOGANSBURG,FALSE,1086,2150,32842598,15275.6,
11165,13354,STANDARD,HOLLAND PATENT,NY,PRIMARY,43.24,-75.25,0.18,-0.7,0.68,NA,US,"Holland Patent, NY",NA-US-NY-HOLLAND PATENT,FALSE,1576,2857,56416639,19746.8,
11170,13077,STANDARD,HOMER,NY,PRIMARY,42.63,-76.18,0.17,-0.71,0.67,NA,US,"Homer, NY",NA-US-NY-HOMER,FALSE,3187,5647,117450411,20798.7,
11173,12090,STANDARD,HOOSICK FALLS,NY,PRIMARY,42.9,-73.35,0.2,-0.7,0.68,NA,US,"Hoosick Falls, NY",NA-US-NY-HOOSICK FALLS,FALSE,2688,4771,92694191,19428.7,
11176,12092,STANDARD,HOWES CAVE,NY,PRIMARY,42.7,-74.37,0.19,-0.7,0.67,NA,US,"Howes Cave, NY",NA-US-NY-HOWES CAVE,FALSE,585,1009,18514503,18349.4,
11179,13355,STANDARD,HUBBARDSVILLE,NY,PRIMARY,42.81,-75.46,0.18,-0.71,0.67,NA,US,"Hubbardsville, NY",NA-US-NY-HUBBARDSVILLE,FALSE,357,662,11269197,17023,
11180,12839,STANDARD,HUDSON FALLS,NY,PRIMARY,43.3,-73.58,0.2,-0.69,0.68,NA,US,"Hudson Falls, NY",NA-US-NY-HUDSON FALLS,FALSE,6326,10569,187883585,17776.9,
11185,13357,STANDARD,ILION,NY,PRIMARY,43.01,-75.04,0.18,-0.7,0.68,NA,US,"Ilion, NY",NA-US-NY-ILION,FALSE,4995,8684,152111235,17516.3,
11192,12842,STANDARD,INDIAN LAKE,NY,PRIMARY,43.78,-74.26,0.19,-0.69,0.69,NA,US,"Indian Lake, NY",NA-US-NY-INDIAN LAKE,FALSE,626,1047,14961078,14289.5,
11194,13078,STANDARD,JAMESVILLE,NY,PRIMARY,42.99,-76.07,0.17,-0.7,0.68,NA,US,"Jamesville, NY",NA-US-NY-JAMESVILLE,FALSE,4450,8134,261304997,32125,
11196,12941,STANDARD,JAY,NY,PRIMARY,44.35,-73.71,0.2,-0.68,0.69,NA,US,"Jay, NY",NA-US-NY-JAY,FALSE,619,1076,17715771,16464.5,
11197,12093,STANDARD,JEFFERSON,NY,PRIMARY,42.48,-74.61,0.19,-0.71,0.67,NA,US,"Jefferson, NY",NA-US-NY-JEFFERSON,FALSE,670,1210,20897995,17271.1,
11200,12843,STANDARD,JOHNSBURG,NY,PRIMARY,43.51,-73.96,0.2,-0.69,0.68,NA,US,"Johnsburg, NY",NA-US-NY-JOHNSBURG,FALSE,260,465,6292934,13533.2,
11202,13790,STANDARD,JOHNSON CITY,NY,PRIMARY,42.11,-75.96,0.17,-0.71,0.67,NA,US,"Johnson City, NY",NA-US-NY-JOHNSON CITY,FALSE,8960,14367,256251569,17836.1,
11205,12094,STANDARD,JOHNSONVILLE,NY,PRIMARY,42.88,-73.49,0.2,-0.7,0.68,NA,US,"Johnsonville, NY",NA-US-NY-JOHNSONVILLE,FALSE,1097,1984,42081979,21210.7,
11206,12095,STANDARD,JOHNSTOWN,NY,PRIMARY,43,-74.37,0.19,-0.7,0.68,NA,US,"Johnstown, NY",NA-US-NY-JOHNSTOWN,FALSE,5766,9856,182681383,18535,
11210,13080,STANDARD,JORDAN,NY,PRIMARY,43.06,-76.47,0.17,-0.71,0.68,NA,US,"Jordan, NY",NA-US-NY-JORDAN,FALSE,1768,3149,62035583,19700.1,
11212,13361,STANDARD,JORDANVILLE,NY,PRIMARY,42.91,-74.95,0.19,-0.7,0.68,NA,US,"Jordanville, NY",NA-US-NY-JORDANVILLE,FALSE,275,514,7157703,13925.5,
11215,12942,STANDARD,KEENE,NY,PRIMARY,44.25,-73.78,0.2,-0.68,0.69,NA,US,"Keene, NY",NA-US-NY-KEENE,FALSE,317,531,8289759,15611.6,
11223,12944,STANDARD,KEESEVILLE,NY,PRIMARY,44.5,-73.48,0.2,-0.68,0.7,NA,US,"Keeseville, NY",NA-US-NY-KEESEVILLE,FALSE,1812,3187,52662362,16524.1,
11225,12106,STANDARD,KINDERHOOK,NY,PRIMARY,42.39,-73.7,0.2,-0.7,0.67,NA,US,"Kinderhook, NY",NA-US-NY-KINDERHOOK,FALSE,1312,2236,54554280,24398.2,
11226,13081,STANDARD,KING FERRY,NY,PRIMARY,42.66,-76.61,0.17,-0.71,0.67,NA,US,"King Ferry, NY",NA-US-NY-KING FERRY,FALSE,554,987,19312874,19567.2,
11230,13082,STANDARD,KIRKVILLE,NY,PRIMARY,43.07,-75.95,0.17,-0.7,0.68,NA,US,"Kirkville, NY",NA-US-NY-KIRKVILLE,FALSE,2348,4083,82687054,20251.5,
11231,13795,STANDARD,KIRKWOOD,NY,PRIMARY,42.03,-75.79,0.18,-0.71,0.66,NA,US,"Kirkwood, NY",NA-US-NY-KIRKWOOD,FALSE,1857,3219,59480812,18478,
11236,13083,STANDARD,LACONA,NY,PRIMARY,43.64,-76.06,0.17,-0.7,0.69,NA,US,"Lacona, NY",NA-US-NY-LACONA,FALSE,792,1470,26023962,17703.4,
11239,13656,STANDARD,LA FARGEVILLE,NY,PRIMARY,44.18,-75.95,0.17,-0.69,0.69,NA,US,"La Fargeville, NY",NA-US-NY-LA FARGEVILLE,FALSE,1130,2118,34601571,16336.9,
11243,13084,STANDARD,LA FAYETTE,NY,PRIMARY,42.88,-76.1,0.17,-0.71,0.68,NA,US,"La Fayette, NY",NA-US-NY-LA FAYETTE,FALSE,2258,3979,99232666,24939.1,
11247,12945,STANDARD,LAKE CLEAR,NY,PRIMARY,44.36,-74.25,0.19,-0.68,0.69,NA,US,"Lake Clear, NY",NA-US-NY-LAKE CLEAR,FALSE,344,589,10380656,17624.2,
11250,12845,STANDARD,LAKE GEORGE,NY,PRIMARY,43.42,-73.71,0.2,-0.69,0.68,NA,US,"Lake George, NY",NA-US-NY-LAKE GEORGE,FALSE,2650,4377,89166137,20371.5,
11252,12846,STANDARD,LAKE LUZERNE,NY,PRIMARY,43.32,-73.8,0.2,-0.69,0.68,NA,US,"Lake Luzerne, NY",NA-US-NY-LAKE LUZERNE,FALSE,1655,2848,47085208,16532.7,
11254,12946,STANDARD,LAKE PLACID,NY,PRIMARY,44.28,-73.98,0.19,-0.68,0.69,NA,US,"Lake Placid, NY",NA-US-NY-LAKE PLACID,FALSE,2893,4566,92540183,20267.2,
11257,12110,STANDARD,LATHAM,NY,PRIMARY,42.74,-73.74,0.2,-0.7,0.67,NA,US,"Latham, NY",NA-US-NY-LATHAM,FALSE,10212,17260,463248183,26839.4,
11262,13796,STANDARD,LAURENS,NY,PRIMARY,42.53,-75.08,0.18,-0.71,0.67,NA,US,"Laurens, NY",NA-US-NY-LAURENS,FALSE,604,1048,18806297,17944.9,
11264,13363,STANDARD,LEE CENTER,NY,PRIMARY,43.3,-75.51,0.18,-0.7,0.68,NA,US,"Lee Center, NY",NA-US-NY-LEE CENTER,FALSE,1141,2027,39455578,19465,
11268,12950,STANDARD,LEWIS,NY,PRIMARY,44.27,-73.57,0.2,-0.68,0.69,NA,US,"Lewis, NY",NA-US-NY-LEWIS,FALSE,375,670,10725919,16008.8,
11269,13658,STANDARD,LISBON,NY,PRIMARY,44.72,-75.26,0.18,-0.68,0.7,NA,US,"Lisbon, NY",NA-US-NY-LISBON,FALSE,1063,1950,35139612,18020.3,
11270,13797,STANDARD,LISLE,NY,PRIMARY,42.35,-76,0.17,-0.71,0.67,NA,US,"Lisle, NY",NA-US-NY-LISLE,FALSE,986,1735,27940922,16104.3,
11272,13365,STANDARD,LITTLE FALLS,NY,PRIMARY,43.04,-74.85,0.19,-0.7,0.68,NA,US,"Little Falls, NY",NA-US-NY-LITTLE FALLS,FALSE,3822,6606,115372754,17464.8,
11275,13088,STANDARD,LIVERPOOL,NY,PRIMARY,43.1,-76.21,0.17,-0.7,0.68,NA,US,"Liverpool, NY",NA-US-NY-LIVERPOOL,FALSE,11916,18946,414639957,21885.4,
11283,13090,STANDARD,LIVERPOOL,NY,PRIMARY,43.1,-76.21,0.17,-0.7,0.68,NA,US,"Liverpool, NY",NA-US-NY-LIVERPOOL,FALSE,15076,26337,669746981,25429.9,
11289,13092,STANDARD,LOCKE,NY,PRIMARY,42.66,-76.43,0.17,-0.71,0.67,NA,US,"Locke, NY",NA-US-NY-LOCKE,FALSE,1130,2015,37212603,18467.8,
11292,12847,STANDARD,LONG LAKE,NY,PRIMARY,43.97,-74.42,0.19,-0.69,0.69,NA,US,"Long Lake, NY",NA-US-NY-LONG LAKE,FALSE,367,601,8657852,14405.7,
11298,13367,STANDARD,LOWVILLE,NY,PRIMARY,43.78,-75.48,0.18,-0.69,0.69,NA,US,"Lowville, NY",NA-US-NY-LOWVILLE,FALSE,3628,6623,109339713,16509.1,
11307,12952,STANDARD,LYON MOUNTAIN,NY,PRIMARY,44.72,-73.92,0.19,-0.68,0.7,NA,US,"Lyon Mountain, NY",NA-US-NY-LYON MOUNTAIN,FALSE,277,468,7502712,16031.4,
11311,13368,STANDARD,LYONS FALLS,NY,PRIMARY,43.61,-75.36,0.18,-0.7,0.68,NA,US,"Lyons Falls, NY",NA-US-NY-LYONS FALLS,FALSE,572,967,15624523,16157.7,
11316,13801,STANDARD,MC DONOUGH,NY,PRIMARY,42.49,-75.76,0.18,-0.71,0.67,NA,US,"Mc Donough, NY",NA-US-NY-MC DONOUGH,FALSE,507,916,12987476,14178.5,
11318,13101,STANDARD,MC GRAW,NY,PRIMARY,42.59,-76.09,0.17,-0.71,0.67,NA,US,"Mc Graw, NY",NA-US-NY-MC GRAW,FALSE,1216,2131,38641825,18133.2,
11322,13402,STANDARD,MADISON,NY,PRIMARY,42.89,-75.51,0.18,-0.7,0.68,NA,US,"Madison, NY",NA-US-NY-MADISON,FALSE,687,1191,19610781,16465.8,
11324,13660,STANDARD,MADRID,NY,PRIMARY,44.75,-75.15,0.18,-0.68,0.7,NA,US,"Madrid, NY",NA-US-NY-MADRID,FALSE,819,1536,26818771,17460.1,
11326,13802,STANDARD,MAINE,NY,PRIMARY,42.19,-76.06,0.17,-0.71,0.67,NA,US,"Maine, NY",NA-US-NY-MAINE,FALSE,490,869,16575004,19073.7,
11330,12953,STANDARD,MALONE,NY,PRIMARY,44.84,-74.29,0.19,-0.68,0.7,NA,US,"Malone, NY",NA-US-NY-MALONE,FALSE,5002,8697,158536956,18228.9,
11333,13104,STANDARD,MANLIUS,NY,PRIMARY,43,-75.97,0.17,-0.7,0.68,NA,US,"Manlius, NY",NA-US-NY-MANLIUS,FALSE,7629,14081,532753376,37834.9,
11334,13661,STANDARD,MANNSVILLE,NY,PRIMARY,43.71,-76.06,0.17,-0.7,0.69,NA,US,"Mannsville, NY",NA-US-NY-MANNSVILLE,FALSE,647,1185,19803154,16711.5,
11335,13803,STANDARD,MARATHON,NY,PRIMARY,42.44,-76.03,0.17,-0.71,0.67,NA,US,"Marathon, NY",NA-US-NY-MARATHON,FALSE,1798,3296,55939062,16971.8,
11343,13108,STANDARD,MARCELLUS,NY,PRIMARY,42.98,-76.34,0.17,-0.71,0.68,NA,US,"Marcellus, NY",NA-US-NY-MARCELLUS,FALSE,3108,5576,136759116,24526.4,
11347,13403,STANDARD,MARCY,NY,PRIMARY,43.17,-75.29,0.18,-0.7,0.68,NA,US,"Marcy, NY",NA-US-NY-MARCY,FALSE,2168,3831,90755926,23689.9,
11348,13110,STANDARD,MARIETTA,NY,PRIMARY,42.9,-76.32,0.17,-0.71,0.68,NA,US,"Marietta, NY",NA-US-NY-MARIETTA,FALSE,1164,2062,45428230,22031.1,
11352,13111,STANDARD,MARTVILLE,NY,PRIMARY,43.28,-76.62,0.16,-0.7,0.68,NA,US,"Martville, NY",NA-US-NY-MARTVILLE,FALSE,732,1307,21304621,16300.4,
11353,12116,STANDARD,MARYLAND,NY,PRIMARY,42.53,-74.88,0.19,-0.71,0.67,NA,US,"Maryland, NY",NA-US-NY-MARYLAND,FALSE,843,1456,24759880,17005.4,
11358,13662,STANDARD,MASSENA,NY,PRIMARY,44.92,-74.89,0.18,-0.68,0.7,NA,US,"Massena, NY",NA-US-NY-MASSENA,FALSE,7524,12957,235430483,18170.1,
11361,12117,STANDARD,MAYFIELD,NY,PRIMARY,43.1,-74.26,0.19,-0.7,0.68,NA,US,"Mayfield, NY",NA-US-NY-MAYFIELD,FALSE,1626,2805,51088255,18213.3,
11362,12118,STANDARD,MECHANICVILLE,NY,PRIMARY,42.9,-73.69,0.2,-0.7,0.68,NA,US,"Mechanicville, NY",NA-US-NY-MECHANICVILLE,FALSE,6901,11777,282986422,24028.7,
11364,12120,STANDARD,MEDUSA,NY,PRIMARY,42.45,-74.14,0.2,-0.7,0.67,NA,US,"Medusa, NY",NA-US-NY-MEDUSA,FALSE,261,476,9039192,18989.9,
11365,12121,STANDARD,MELROSE,NY,PRIMARY,42.85,-73.6,0.2,-0.7,0.68,NA,US,"Melrose, NY",NA-US-NY-MELROSE,FALSE,964,1764,42843944,24287.9,
11366,13112,STANDARD,MEMPHIS,NY,PRIMARY,43.08,-76.37,0.17,-0.7,0.68,NA,US,"Memphis, NY",NA-US-NY-MEMPHIS,FALSE,930,1647,36312151,22047.5,
11369,13114,STANDARD,MEXICO,NY,PRIMARY,43.46,-76.23,0.17,-0.7,0.68,NA,US,"Mexico, NY",NA-US-NY-MEXICO,FALSE,2970,5422,107647424,19853.8,
11370,12122,STANDARD,MIDDLEBURGH,NY,PRIMARY,42.59,-74.32,0.19,-0.7,0.67,NA,US,"Middleburgh, NY",NA-US-NY-MIDDLEBURGH,FALSE,1997,3493,63347163,18135.5,
11376,12849,STANDARD,MIDDLE GRANVILLE,NY,PRIMARY,43.45,-73.3,0.2,-0.69,0.68,NA,US,"Middle Granville, NY",NA-US-NY-MIDDLE GRANVILLE,FALSE,342,601,10200894,16973.2,
11378,12850,STANDARD,MIDDLE GROVE,NY,PRIMARY,43.11,-74.02,0.2,-0.7,0.68,NA,US,"Middle Grove, NY",NA-US-NY-MIDDLE GROVE,FALSE,1301,2376,55359127,23299.3,
11382,13406,STANDARD,MIDDLEVILLE,NY,PRIMARY,43.13,-74.97,0.18,-0.7,0.68,NA,US,"Middleville, NY",NA-US-NY-MIDDLEVILLE,FALSE,394,688,12014786,17463.4,
11384,13807,STANDARD,MILFORD,NY,PRIMARY,42.59,-74.94,0.19,-0.71,0.67,NA,US,"Milford, NY",NA-US-NY-MILFORD,FALSE,611,1056,17356821,16436.4,
11387,12956,STANDARD,MINEVILLE,NY,PRIMARY,44.08,-73.52,0.2,-0.68,0.69,NA,US,"Mineville, NY",NA-US-NY-MINEVILLE,FALSE,529,913,15438631,16909.8,
11390,13116,STANDARD,MINOA,NY,PRIMARY,43.07,-76,0.17,-0.7,0.68,NA,US,"Minoa, NY",NA-US-NY-MINOA,FALSE,1711,2992,65411187,21862,
11391,13407,STANDARD,MOHAWK,NY,PRIMARY,43,-75,0.18,-0.7,0.68,NA,US,"Mohawk, NY",NA-US-NY-MOHAWK,FALSE,2470,4325,74147344,17143.9,
11396,12957,STANDARD,MOIRA,NY,PRIMARY,44.86,-74.57,0.18,-0.68,0.7,NA,US,"Moira, NY",NA-US-NY-MOIRA,FALSE,735,1332,19222539,14431.3,
11399,12958,STANDARD,MOOERS,NY,PRIMARY,44.96,-73.58,0.19,-0.67,0.7,NA,US,"Mooers, NY",NA-US-NY-MOOERS,FALSE,912,1602,30615302,19110.7,
11400,12959,STANDARD,MOOERS FORKS,NY,PRIMARY,44.96,-73.69,0.19,-0.67,0.7,NA,US,"Mooers Forks, NY",NA-US-NY-MOOERS FORKS,FALSE,639,1160,21612221,18631.2,
11401,13118,STANDARD,MORAVIA,NY,PRIMARY,42.71,-76.42,0.17,-0.71,0.67,NA,US,"Moravia, NY",NA-US-NY-MORAVIA,FALSE,2504,4404,81414439,18486.5,
11404,12960,STANDARD,MORIAH,NY,PRIMARY,44.05,-73.5,0.2,-0.68,0.69,NA,US,"Moriah, NY",NA-US-NY-MORIAH,FALSE,502,905,17331088,19150.4,
11407,13808,STANDARD,MORRIS,NY,PRIMARY,42.54,-75.24,0.18,-0.71,0.67,NA,US,"Morris, NY",NA-US-NY-MORRIS,FALSE,790,1411,23193396,16437.6,
11411,12962,STANDARD,MORRISONVILLE,NY,PRIMARY,44.69,-73.55,0.2,-0.68,0.7,NA,US,"Morrisonville, NY",NA-US-NY-MORRISONVILLE,FALSE,2654,4812,109501927,22756,
11413,13664,STANDARD,MORRISTOWN,NY,PRIMARY,44.58,-75.64,0.17,-0.68,0.7,NA,US,"Morristown, NY",NA-US-NY-MORRISTOWN,FALSE,265,481,8858233,18416.3,
11414,13408,STANDARD,MORRISVILLE,NY,PRIMARY,42.89,-75.64,0.18,-0.7,0.68,NA,US,"Morrisville, NY",NA-US-NY-MORRISVILLE,FALSE,1117,1954,36132101,18491.4,
11416,13809,STANDARD,MOUNT UPTON,NY,PRIMARY,42.42,-75.38,0.18,-0.71,0.67,NA,US,"Mount Upton, NY",NA-US-NY-MOUNT UPTON,FALSE,747,1318,22031262,16715.7,
11418,13810,STANDARD,MOUNT VISION,NY,PRIMARY,42.57,-75.05,0.18,-0.71,0.67,NA,US,"Mount Vision, NY",NA-US-NY-MOUNT VISION,FALSE,526,906,15251544,16833.9,
11420,13409,STANDARD,MUNNSVILLE,NY,PRIMARY,42.97,-75.58,0.18,-0.7,0.68,NA,US,"Munnsville, NY",NA-US-NY-MUNNSVILLE,FALSE,1091,1917,33876638,17671.7,
11424,12123,STANDARD,NASSAU,NY,PRIMARY,42.51,-73.61,0.2,-0.7,0.67,NA,US,"Nassau, NY",NA-US-NY-NASSAU,FALSE,2573,4397,109209650,24837.3,
11425,13665,STANDARD,NATURAL BRIDGE,NY,PRIMARY,44.09,-75.47,0.18,-0.69,0.69,NA,US,"Natural Bridge, NY",NA-US-NY-NATURAL BRIDGE,FALSE,392,739,11556444,15637.9,
11427,13120,STANDARD,NEDROW,NY,PRIMARY,42.97,-76.14,0.17,-0.71,0.68,NA,US,"Nedrow, NY",NA-US-NY-NEDROW,FALSE,1085,1890,33859298,17915,
11434,13811,STANDARD,NEWARK VALLEY,NY,PRIMARY,42.22,-76.18,0.17,-0.71,0.67,NA,US,"Newark Valley, NY",NA-US-NY-NEWARK VALLEY,FALSE,2038,3675,70315977,19133.6,
11438,12124,PO BOX,NEW BALTIMORE,NY,PRIMARY,42.45,-73.79,0.2,-0.7,0.67,NA,US,"New Baltimore, NY",NA-US-NY-NEW BALTIMORE,FALSE,318,534,12809676,23988.2,
11439,13411,STANDARD,NEW BERLIN,NY,PRIMARY,42.62,-75.33,0.18,-0.71,0.67,NA,US,"New Berlin, NY",NA-US-NY-NEW BERLIN,FALSE,1411,2513,38321970,15249.5,
11448,13413,STANDARD,NEW HARTFORD,NY,PRIMARY,43.07,-75.28,0.18,-0.7,0.68,NA,US,"New Hartford, NY",NA-US-NY-NEW HARTFORD,FALSE,7929,13611,367751868,27018.7,
11451,12125,STANDARD,NEW LEBANON,NY,PRIMARY,42.46,-73.39,0.21,-0.7,0.67,NA,US,"New Lebanon, NY",NA-US-NY-NEW LEBANON,FALSE,768,1227,26212546,21363.1,
